"이용섭 광주시장, 인공지능 산업육성을 위한 업무협력 협약 체결",http://www.newsworker.co.kr/news/articleView.html?idxno=48095
집적단지 조성 등 ‘인공지능 중심도시 광주’ 속도낸다,http://www.kjdaily.com/read.php3?aid=1576661799494471002
"광주시, AI 사관학교 개설…내년 3월 1년 기숙형 과정 100명 모집",http://www.etnews.com/20191118000323
"광주시, 인공지능 산업육성 정부와 발맞춰 간다",http://www.siminsori.com/news/articleView.html?idxno=219256
"광주시,인공지능 4대강국 대한민국 견인차",http://www.breaknews.com/699073
4차 산업혁명 대비 인공지능사관학교 설립 추진,http://ikbc.co.kr/kor/news?mode=view&nwCd=main_news_04&menuId=56_65_75&nwid=352584
광주 인공지능 사관학교 입학 '좋아요',http://www.namdonews.com/news/articleView.html?idxno=576740
광주 인공지능사관학교 7월 문 연다,http://www.weeklytoday.com/news/articleView.html?idxno=171469
광주 인공지능사관학교 인기 ‘돌풍’,http://www.hankookilbo.com/news/npath/202006021080084961?did=NA
광주시 인공지능사관학교 교육생 180명 모집,http://www.hankookilbo.com/news/npath/202005031082087135?did=NA
광주인공지능사관학교 경쟁률 4대1 ‘인기’,http://www.kjdaily.com/read.php3?aid=1590490811511931005
4차 산업혁명 견인할 AI사관학교 7월 광주에서 개교,http://news.kmib.co.kr/article/view.asp?arcid=0014499755&code=61121111&cp=nv
"‘부럽지’ 이두희, 회사 대표→교장 선생님 등극…인공지능사관학교 설립 진행",http://www.hankookilbo.com/news/npath/202006140851012517?did=NA
"호남대, 광주AI사관학교 1기 교육생 모집",http://www.kyosu.net/news/articleView.html?idxno=51190
"광주시, 인공지능 중심도시 실무인재 양성 닻 올렸다",http://www.betanews.net:8080/article/1201534.html
광주 인공지능사관학교 지원자 전국에서 몰려... 180명 모집에 1054명 지원,http://www.aitimes.kr/news/articleView.html?idxno=16560
